Cluster,temperature,humidity,windSpeed,demand,hour,month,Label
0,0.5550223099197623,0.45595419847328245,3.831526717557252,0.038734484988386726,11.267175572519085,5.0,Spring Day Humid
1,0.634735018505394,0.27098039215686276,7.623725490196079,0.04053220089032182,12.450980392156863,5.0,Spring Afternoon Windy
2,0.6370659195761258,0.2543801652892562,3.549173553719008,0.037765085025390464,6.537190082644628,5.0,Spring Early Morning Low-Demand
3,0.6780113593309774,0.26122641509433964,3.3670754716981133,0.046428972782240244,16.849056603773583,5.0,Spring Afternoon High-Demand
